"city","country_iso","test_time","asn","packet_loss_rate","download_throughput_mbps","download_latency_ms","download_jitter","download_bytes","upload_throughput_mbps","upload_latency_ms","upload_jitter","upload_bytes"
"Guatemala City","GT","2025-05-06 15:36:17+02",14754,0.0,39.16503,79,21.89,10000000,7.86447,573,172.53,10000000
"Guatemala City","GT","2025-05-06 15:38:54+02",14754,0.0545,59.40911,155,95.66,1000000,9.78686,110,45.81,10000000
"Guatemala City","GT","2025-05-06 15:39:09+02",14754,0.0,29.35584,71,19.44,1000000,6.99861,216,148.02,10000000
"Guatemala City","GT","2025-05-06 15:42:54+02",14754,0.0,39.28521,80,55.78,1000000,8.96521,846,112.63,1000000
"Guatemala City","GT","2025-05-06 15:45:02+02",14754,0.28,28.63113,65,42.45,1000000,6.41404,209,125.65,1000000
"Guatemala City","GT","2025-05-06 15:49:46+02",14754,0.0,25.25169,114,144.95,10000000,8.0804,78,10.3,100000
"Guatemala City","GT","2025-05-06 15:51:59+02",14754,0.081,31.9457,81,28.64,1000000,7.06571,234,252.73,10000000
"Guatemala City","GT","2025-05-06 15:55:51+02",14754,0.0,24.20135,51,13.91,10000000,7.13816,361,118.42,10000000
"Guatemala City","GT","2025-05-06 15:57:15+02",14754,0.0,35.06746,74,13.17,1000000,7.83244,168,108.41,1000000
"Guatemala City","GT","2025-05-07 18:03:54+02",14754,0.174,105.71173,504,148.01,1000000,10.02744,44,6.06,1000000
"Guatemala City","GT","2025-05-07 18:07:11+02",14754,0.314,26.29773,89,36.52,1000000,62.37393,117,38.49,1000000
"Guatemala City","GT","2025-05-07 18:18:52+02",14754,0.107,46.1766,89,73.77,1000000,7.02183,37,27.54,100000
"Guatemala City","GT","2025-05-07 18:43:01+02",14754,0.206,103.92733,92,64.71,1000000,16.109,57,18.88,1000000
"Guatemala City","GT","2025-05-07 18:45:50+02",14754,0.231,55.26515,75,91.42,1000000,17.42523,47,109.55,1000000
"Guatemala City","GT","2025-05-06 13:00:12+02",14754,0.04,122.92439,35,4.18,1000000,15.46154,35,1.97,100000
"Antigua Guatemala","GT","2025-05-06 13:03:54+02",14754,0.03,61.33726,153,99.28,25000000,12.94477,76,21.14,1000000
"Guatemala City","GT","2025-05-06 13:14:10+02",14754,0.071,76.14069,228,140.28,1000000,9.8123,73,2.69,10000000
"Guatemala City","GT","2025-05-06 13:29:29+02",14754,0.0,76.43158,156,82.74,1000000,8.83516,74,10.18,100000
"Guatemala City","GT","2025-05-06 13:37:29+02",14754,0.0,77.02008,89,80.82,1000000,19.95532,41,6.05,1000000
"Guatemala City","GT","2025-05-06 13:39:04+02",14754,0.0,111.09901,126,116.58,10000000,22.38868,56,6.04,10000000
"Guatemala City","GT","2025-05-05 13:02:02+02",14754,0.001,88.62013,37,21.13,1000000,70.81829,38,8.57,10000000
"Guatemala City","GT","2025-05-05 13:04:52+02",14754,0.0,76.31631,130,92.1,10000000,15.55126,63,7.57,100000
"Guatemala City","GT","2025-05-05 13:04:55+02",14754,0.0114,99.16226,273,157.59,1000000,19.5435,71,8.64,10000000
"Guatemala City","GT","2025-05-05 13:04:55+02",14754,0.0,160.69074,33,2.54,1000000,17.82705,33,3.21,100000
"Guatemala City","GT","2025-05-05 13:08:48+02",14754,0.0227,79.31008,351,90.87,1000000,17.02308,69,6.04,1000000
"Guatemala City","GT","2025-05-05 13:08:48+02",14754,0.0,98.06862,294,155.07,1000000,17.65946,71,8.68,10000000
"Guatemala City","GT","2025-05-05 13:10:26+02",14754,0.0,63.54945,39,31.61,10000000,8.2631,33,2.47,1000000
"Guatemala City","GT","2025-05-05 13:10:29+02",14754,0.0,116.14509,503,198.42,1000000,21.19024,83,10.71,10000000
"Guatemala City","GT","2025-05-05 13:11:36+02",14754,0.197,46.74299,458,226.5,1000000,9.76914,67,2.87,100000
"Guatemala City","GT","2025-05-05 13:15:35+02",14754,0.289,76.57805,249,76.56,1000000,17.99463,46,6.17,1000000
"Guatemala City","GT","2025-05-05 13:16:25+02",14754,0.0,60.98209,43,3.39,10000000,12.64151,76,7.9,100000
"Guatemala City","GT","2025-05-05 19:45:52+02",14754,0.4233,113.67206,632,315.74,10000000,12.64151,81,19.62,100000
"Guatemala City","GT","2025-05-05 19:59:57+02",14754,0.014,39.53755,95,83.58,1000000,11.03547,39,99.04,10000000
"Guatemala City","GT","2025-05-07 12:05:08+02",14754,0.0,71.4501,35,10.18,1000000,65.04854,63,9.25,1000000
"Antigua Guatemala","GT","2025-05-07 12:59:21+02",14754,0.0,27.84412,144,102.42,1000000,8.41532,91,11.25,1000000
"Guatemala City","GT","2025-05-06 12:02:40+02",14754,0.0,68.92682,34,14.46,1000000,64.94346,151,40.03,1000000
"Guatemala City","GT","2025-05-06 12:53:11+02",14754,0.0,95.00343,315,109.81,10000000,21.31552,74,9.62,10000000
"Guatemala City","GT","2025-05-06 12:53:55+02",14754,0.0,104.19782,437,64.42,1000000,15.16981,44,8.67,100000
"Guatemala City","GT","2025-05-06 12:56:57+02",14754,0.0,119.88395,38,16.42,25000000,97.41912,37,4.31,10000000
"Guatemala City","GT","2025-05-05 10:27:22+02",14754,0.0,60.03291,97,76.61,1000000,9.13636,85,59.56,100000
"Guatemala City","GT","2025-05-05 17:15:30+02",14754,0.0,82.29851,100,25.16,10000000,28.27999,37,11.17,1000000
"Guatemala City","GT","2025-05-05 17:28:32+02",14754,0.103,46.70854,35,1.92,10000000,10.5595,35,1.78,1000000
"Guatemala City","GT","2025-05-05 17:40:21+02",14754,0.0,95.494,115,61.49,1000000,10.61414,85,68.91,10000000
"Guatemala City","GT","2025-05-05 17:41:35+02",14754,0.0,58.75475,155,42.56,1000000,10.64309,55,4.55,10000000
"Guatemala City","GT","2025-05-05 17:48:54+02",14754,0.0,58.14127,70,156.39,10000000,13.76712,45,8.66,100000
"Guatemala City","GT","2025-05-07 14:00:27+02",14754,0.198,26.59314,98,94.53,1000000,10.05,178,367.58,100000
"Guatemala City","GT","2025-05-07 14:01:30+02",14754,0.0,96.4146,35,6.19,1000000,62.71451,86,35.64,1000000
"Guatemala City","GT","2025-05-07 14:01:42+02",14754,0.337,153.30203,33,1.52,1000000,15.95238,34,1.82,100000
"Guatemala City","GT","2025-05-07 14:02:50+02",14754,0.221,12.16495,50,33.53,1000000,20.44241,277,92.95,10000000
"Guatemala City","GT","2025-05-07 14:12:53+02",14754,0.173,21.28849,92,125.35,1000000,17.47067,85,42.74,10000000
"Guatemala City","GT","2025-05-07 14:23:21+02",14754,0.068,102.25254,508,193.22,10000000,12.42658,53,6.62,100000
"Guatemala City","GT","2025-05-07 14:32:25+02",14754,0.0,74.51032,453,122.05,1000000,12.82297,69,9.46,100000
"Guatemala City","GT","2025-05-07 14:34:57+02",14754,0.18,77.92014,77,48.73,1000000,20.08494,84,7.82,10000000
"Guatemala City","GT","2025-05-07 14:35:10+02",14754,0.478,39.65507,34,3.59,1000000,24.81252,39,2.99,10000000
"Guatemala City","GT","2025-05-07 14:36:37+02",14754,0.0,79.46758,134,81.55,1000000,17.39657,69,7.79,10000000
"Guatemala City","GT","2025-05-07 14:42:43+02",14754,0.381,51.29744,36,2.91,1000000,19.35251,37,4.66,10000000
"Guatemala City","GT","2025-05-07 14:59:17+02",14754,0.255,45.67583,126,28.03,1000000,43.3657,90,13.74,1000000
"Guatemala City","GT","2025-05-07 17:03:34+02",14754,0.1,17.30623,75,53.14,1000000,20.9266,97,47.33,1000000
"Guatemala City","GT","2025-05-07 17:11:20+02",14754,0.0,138.31674,31,5.47,10000000,105.51181,30,3.03,1000000
"Guatemala City","GT","2025-05-07 17:21:52+02",14754,0.162,27.55645,163,49.97,1000000,12.64151,93,14.86,100000
"Guatemala City","GT","2025-05-07 17:25:17+02",14754,0.288,67.2503,41,152.28,25000000,16.08,89,6.37,100000
"Guatemala City","GT","2025-05-07 17:26:37+02",14754,0.03,68.98615,88,4.47,1000000,11.42597,88,1.59,10000000
"Guatemala City","GT","2025-05-07 17:29:27+02",14754,0.222,57.20078,88,18.16,1000000,8.87613,35,7.65,1000000
"Guatemala City","GT","2025-05-07 17:31:00+02",14754,0.29,60.30448,36,7.01,1000000,15.61165,35,2.78,100000
"Guatemala City","GT","2025-05-07 17:32:54+02",14754,0.236,52.54367,91,41.03,1000000,7.61364,89,5.33,100000
"Guatemala City","GT","2025-05-07 17:48:44+02",14754,0.36,29.1739,153,79.66,1000000,18.6068,92,15.85,1000000
"Guatemala City","GT","2025-05-07 17:54:53+02",14754,0.0,132.4898,296,85.53,1000000,14.10526,92,13.9,100000
"Guatemala City","GT","2025-05-07 17:56:47+02",14754,0.267,76.06959,88,49.76,10000000,14.69835,88,1.25,100000
"Guatemala City","GT","2025-05-07 17:58:56+02",14754,0.21,82.41407,200,113.65,1000000,9.28407,71,44.65,100000
"Guatemala City","GT","2025-05-05 14:03:20+02",14754,0.295,64.6919,87,12.61,1000000,7.62808,88,12.96,100000
"Guatemala City","GT","2025-05-05 14:06:39+02",14754,0.155,8.92549,101,71.32,100000,58.64333,92,11.36,1000000
"Guatemala City","GT","2025-05-05 14:08:05+02",14754,0.022,29.15263,85,37.32,1000000,14.59165,41,40.24,100000
"Guatemala City","GT","2025-05-05 14:09:08+02",14754,0.0,39.479,67,11.59,1000000,14.56522,44,15.12,100000
"Guatemala City","GT","2025-05-05 14:10:08+02",14754,0.158,8.59102,87,11.81,100000,59.86597,91,11.45,1000000
"Guatemala City","GT","2025-05-05 14:11:24+02",14754,0.0,49.79714,69,24.08,1000000,9.05202,41,4.16,1000000
"Guatemala City","GT","2025-05-05 14:22:08+02",14754,0.035,41.91931,39,40.36,1000000,14.34664,36,24.66,10000000
"Guatemala City","GT","2025-05-05 14:22:48+02",14754,0.085,40.70397,37,17.88,1000000,10.69248,90,7.85,10000000
"Guatemala City","GT","2025-05-05 14:33:11+02",14754,0.084,102.20204,317,109.1,1000000,19.02823,51,24.14,10000000
"Guatemala City","GT","2025-05-05 14:35:49+02",14754,0.239,66.465,122,60.86,1000000,49.12024,99,74.16,25000000
"Guatemala City","GT","2025-05-05 14:56:04+02",14754,0.183,23.82375,85,66.97,1000000,7.17575,43,30.87,10000000
"Guatemala City","GT","2025-05-05 14:57:32+02",14754,0.163,29.92669,90,38.62,1000000,9.18542,658,82.6,1000000
"Guatemala City","GT","2025-05-05 14:58:54+02",14754,0.236,24.54723,80,20.65,1000000,8.62476,835,183.79,1000000
"Guatemala City","GT","2025-05-07 20:36:02+02",14754,0.0,113.51078,356,127.15,10000000,16.60814,91,10.74,1000000
"Guatemala City","GT","2025-05-07 20:43:46+02",14754,0.299,93.37684,317,120.66,1000000,15.84236,86,10.72,1000000
"Guatemala City","GT","2025-05-07 20:44:20+02",14754,0.0,54.92388,93,6.59,1000000,6.77338,92,15.29,100000
"Guatemala City","GT","2025-05-07 20:54:08+02",14754,0.324,89.41211,237,88.67,1000000,9.43662,77,45.38,100000
"Guatemala City","GT","2025-05-07 20:55:12+02",14754,0.0,103.25657,435,103.71,1000000,10.3876,62,6.19,100000
"Guatemala City","GT","2025-05-07 20:57:26+02",14754,0.009,120.51773,657,86.06,1000000,10.90909,51,3.62,100000
"Guatemala City","GT","2025-05-07 20:59:08+02",14754,0.213,91.45602,106,54.93,1000000,18.02691,399,243.57,1000000
"Guatemala City","GT","2025-05-06 16:00:23+02",14754,0.069,34.91445,73,22.29,1000000,7.55497,843,189.39,1000000
"Guatemala City","GT","2025-05-06 16:02:01+02",14754,0.0,39.9321,64,17.29,1000000,7.77247,543,164.85,10000000
"Guatemala City","GT","2025-05-06 16:07:55+02",14754,0.274,18.61455,54,17.29,1000000,8.11384,70,59.57,1000000
"Guatemala City","GT","2025-05-06 16:11:45+02",14754,0.0,38.41763,44,17.71,1000000,8.11793,555,37.14,1000000
"Guatemala City","GT","2025-05-06 16:13:00+02",14754,0.0,31.92021,52,20.64,1000000,7.88831,142,118.21,10000000
"Guatemala City","GT","2025-05-06 16:14:39+02",14754,0.0,33.06777,45,17.59,1000000,8.16824,167,241.09,1000000
"Guatemala City","GT","2025-05-06 16:22:29+02",14754,0.122,94.70291,103,47.8,1000000,7.72854,77,20.63,1000000
"Guatemala City","GT","2025-05-06 16:50:22+02",14754,0.0,91.14358,325,78.79,1000000,12.46512,49,15.11,1000000
"Guatemala City","GT","2025-05-06 16:52:20+02",14754,0.0,64.01909,121,85.31,1000000,15.06126,81,8.09,10000000
"Guatemala City","GT","2025-05-06 16:53:36+02",14754,0.02,109.9229,154,89.34,1000000,13.70377,59,22.42,1000000
"Guatemala City","GT","2025-05-06 16:53:57+02",14754,0.0,62.27555,43,7.42,1000000,14.43966,42,4.09,1000000
"Guatemala City","GT","2025-05-06 16:54:51+02",14754,0.11,55.99989,40,13.28,1000000,127.21519,35,6.78,1000000
"Guatemala City","GT","2025-05-06 16:56:20+02",14754,0.004,87.22302,48,9.06,25000000,23.14335,95,9.56,1000000
"Guatemala City","GT","2025-05-07 15:08:11+02",14754,0.196,39.13154,57,20.77,1000000,8.68466,607,221.05,10000000
"Guatemala City","GT","2025-05-07 15:09:57+02",14754,0.347,36.04682,53,24.98,1000000,8.92738,413,149.08,1000000
"Guatemala City","GT","2025-05-07 15:11:13+02",14754,0.326,36.69141,75,21.54,1000000,8.22506,558,194.63,10000000
"Guatemala City","GT","2025-05-07 15:13:04+02",14754,0.01,40.05204,72,19.03,1000000,6.62273,531,143.12,100000
"Guatemala City","GT","2025-05-07 15:14:45+02",14754,0.121,33.59187,77,24.29,10000000,7.15532,46,10.74,10000000
"Guatemala City","GT","2025-05-07 15:16:35+02",14754,0.105,24.82134,57,19.06,1000000,9.05303,485,157.81,1000000
"Guatemala City","GT","2025-05-07 15:18:42+02",14754,0.0,39.45954,56,18.42,1000000,7.66919,455,126.61,10000000
"Guatemala City","GT","2025-05-07 15:20:22+02",14754,0.094,34.28622,45,26.72,1000000,8.52056,866,216.36,1000000
"Guatemala City","GT","2025-05-07 15:21:41+02",14754,0.185,20.29797,44,15.18,10000000,9.06222,827,148.99,1000000
"Guatemala City","GT","2025-05-07 15:23:54+02",14754,0.211,39.99199,52,19.23,1000000,7.48513,462,244.41,10000000
"Guatemala City","GT","2025-05-07 15:25:16+02",14754,0.41,16.08014,67,11.29,100000,7.66956,173,106.84,10000000
"Guatemala City","GT","2025-05-07 15:26:28+02",14754,0.0,39.69448,51,21.85,1000000,7.83801,174,33.56,10000000
"Guatemala City","GT","2025-05-07 15:32:40+02",14754,0.165,107.12677,145,138.61,1000000,13.00971,71,8.01,100000
"Guatemala City","GT","2025-05-07 15:36:25+02",14754,0.072,77.39265,95,58.31,1000000,9.7989,69,7.26,1000000
"Guatemala City","GT","2025-05-07 15:37:30+02",14754,0.29,86.88836,145,58.88,1000000,20.77305,64,5.2,10000000
"Guatemala City","GT","2025-05-07 15:39:04+02",14754,0.0,119.59791,174,72.74,100000000,19.62411,66,10.79,1000000
"Guatemala City","GT","2025-05-07 15:41:56+02",14754,0.0,112.14725,126,56.02,100000000,19.36416,48,4.05,1000000
"Guatemala City","GT","2025-05-07 15:43:39+02",14754,0.0,15.80147,43,1.58,25000000,12.6177,45,5.21,1000000
"Guatemala City","GT","2025-05-07 15:44:45+02",14754,0.0,27.9121,69,43.68,1000000,10.67729,62,7.74,100000
"Guatemala City","GT","2025-05-07 15:50:21+02",14754,0.43,26.65687,182,135.62,1000000,15.33795,77,18.84,10000000
"Guatemala City","GT","2025-05-07 15:50:59+02",14754,0.19,66.74223,52,788.8,1000000,9.01345,73,408.94,100000
"Guatemala City","GT","2025-05-07 15:51:30+02",14754,0.0,25.38028,153,109.1,1000000,14.55625,50,12.68,10000000
"Guatemala City","GT","2025-05-05 16:01:19+02",14754,0.18,23.22903,184,132.35,1000000,7.57062,112,52.38,100000
"Guatemala City","GT","2025-05-05 16:01:30+02",14754,0.081,14.20174,69,2.42,100000,8.57966,843,185.47,1000000
"Guatemala City","GT","2025-05-05 16:03:03+02",14754,0.0,30.56684,91,73.42,1000000,5.29993,572,200.52,100000
"Guatemala City","GT","2025-05-05 16:03:23+02",14754,0.133,21.55644,238,126.17,10000000,6.83093,82,7.01,100000
"Guatemala City","GT","2025-05-05 16:04:47+02",14754,0.1527,27.65474,194,123.14,10000000,10.07898,114,86.68,1000000
"Guatemala City","GT","2025-05-05 16:06:02+02",14754,0.036,8.21602,65,26.74,1000000,7.98284,209,142.21,10000000
"Guatemala City","GT","2025-05-05 16:14:04+02",14754,0.0,48.33397,154,72.72,10000000,12.86235,99,46.41,10000000
"Guatemala City","GT","2025-05-05 16:16:38+02",14754,0.082,1.96811,330,197.21,100000,0.4152,369,119.79,100000
"Guatemala City","GT","2025-05-05 16:34:01+02",14754,0.006,3.7217,167,63.31,100000,0.44081,343,228.02,100000
"Guatemala City","GT","2025-05-05 16:47:14+02",14754,0.0,31.6676,94,3.58,1000000,7.63721,96,35.19,10000000
"Guatemala City","GT","2025-05-05 16:47:26+02",14754,0.154,33.01317,93,2.56,1000000,7.28261,96,45.59,100000
"Guatemala City","GT","2025-05-05 16:51:22+02",14754,0.0,64.74424,36,43.49,1000000,102.55102,36,16.24,1000000
"Guatemala City","GT","2025-05-05 15:00:41+02",14754,0.0,38.82776,50,11.95,1000000,6.59016,805,75.38,100000
"Guatemala City","GT","2025-05-05 15:02:08+02",14754,0.0,38.97906,70,19.42,1000000,7.38828,532,250.25,10000000
"Guatemala City","GT","2025-05-05 15:19:46+02",14754,0.0,33.57355,77,34.19,10000000,7.78248,217,85.5,10000000
"Guatemala City","GT","2025-05-05 15:20:12+02",14754,0.0,37.9446,63,45.27,10000000,24.67544,37,44.42,10000000
"Guatemala City","GT","2025-05-05 15:48:11+02",14754,0.129,30.93312,73,4.98,1000000,13.01624,88,146.59,10000000
"Guatemala City","GT","2025-05-05 15:51:16+02",14754,0.07,143.15568,50,25.63,1000000,96.98432,34,105.38,1000000
"Guatemala City","GT","2025-05-05 15:55:58+02",14754,0.046,35.34611,99,23.14,10000000,8.78209,194,148.99,10000000
"Guatemala City","GT","2025-05-05 15:56:21+02",14754,0.0,59.07288,99,92.04,10000000,12.34644,408,183.95,1000000
"Guatemala City","GT","2025-05-05 15:58:17+02",14754,0.75,10.01747,107,31.82,100000,3.86538,641,168.67,100000
"Guatemala City","GT","2025-05-07 14:23:02+02",22869,0.01,37.30721,14,26.26,1000000,14.93591,12,1.78,1000000
"Guatemala City","GT","2025-05-07 14:24:38+02",23243,0.169,47.76201,5,57.19,100000,24.13182,5,1.12,10000000
"Guatemala City","GT","2025-05-07 14:25:20+02",22869,0.0,29.75394,14,3.28,10000000,13.40447,12,7.71,10000000
"Guatemala City","GT","2025-05-07 14:31:17+02",22869,0.156,29.89961,13,20.56,10000000,14.62244,15,27.94,10000000
"Guatemala City","GT","2025-05-07 14:50:48+02",22869,0.277,58.66865,20,4.89,1000000,35.06324,18,2.4,1000000
"Guatemala City","GT","2025-05-05 14:56:59+02",23243,0.0,30.17251,31,9.0,10000000,5.04645,30,7.79,1000000
"Guatemala City","GT","2025-05-06 16:07:18+02",26617,0.0,23.63377,7,2.68,1000000,18.76313,20,20.98,1000000
"Guatemala City","GT","2025-05-06 16:35:47+02",26617,0.0,23.57806,7,2.04,1000000,15.49133,11,22.37,100000
"Guatemala City","GT","2025-05-07 15:59:36+02",23243,0.191,28.19732,29,4.35,1000000,4.92195,37,46.7,1000000
"Guatemala City","GT","2025-05-05 16:02:28+02",23243,0.0,23.7601,37,62.23,1000000,5.18041,37,22.02,100000
"Guatemala City","GT","2025-05-05 16:44:51+02",52468,0.002,12.78951,65,109.42,1000000,1.89757,56,74.57,100000
"Guatemala City","GT","2025-05-05 16:46:14+02",52468,0.0,14.54616,75,104.81,10000000,1.92824,66,19.85,1000000
"Guatemala City","GT","2025-05-05 16:48:33+02",52468,0.149,14.74644,67,86.44,10000000,1.92395,104,100.51,1000000
"Guatemala City","GT","2025-05-05 16:56:57+02",52286,0.0,58.75478,6,9.07,1000000,20.08293,30,3.67,10000000
"Guatemala City","GT","2025-05-05 16:57:54+02",52286,0.0,51.13356,35,32.42,1000000,44.37086,30,32.38,1000000
"Guatemala City","GT","2025-05-05 15:22:32+02",23243,0.0,516.1445,7,55.79,10000000,127.61905,11,2.84,1000000
"Guatemala City","GT","2025-05-05 15:32:37+02",23243,0.002,26.02889,62,106.56,10000000,3.476,116,45.86,100000
"Guatemala City","GT","2025-05-07 02:59:15+02",14593,0.016,41.04857,40,10.53,1000000,4.46667,34,7.0,100000
"Guatemala City","GT","2025-05-05 23:12:29+02",14593,0.015,52.62667,41,14.54,25000000,4.53213,37,6.63,100000
"Guatemala City","GT","2025-05-05 23:16:46+02",14593,0.004,21.2943,58,7.62,1000000,4.01318,47,8.99,1000000
"Guatemala City","GT","2025-05-05 12:28:59+02",14593,0.075,16.24193,129,69.02,1000000,4.23358,47,10.42,1000000
"Guatemala City","GT","2025-05-06 20:18:19+02",14593,0.002,3.95076,107,71.9,100000,3.06053,74,21.44,100000
"Guatemala City","GT","2025-05-06 20:25:34+02",14593,0.108,28.00518,67,51.24,10000000,4.03412,39,16.99,100000
"Guatemala City","GT","2025-05-06 20:49:05+02",14593,0.011,14.35665,80,16.59,1000000,4.59245,68,20.97,1000000
"Guatemala City","GT","2025-05-06 18:16:06+02",14593,0.191,35.83698,30,11.42,1000000,4.86094,54,9.41,1000000
"Guatemala City","GT","2025-05-06 11:48:50+02",14593,0.003,56.15716,39,250.09,1000000,7.04645,33,7.44,100000
"Guatemala City","GT","2025-05-07 13:50:45+02",14593,0.323,7.40221,69,6.85,100000,3.70849,53,7.87,100000
"Guatemala City","GT","2025-05-07 13:53:36+02",14593,0.203,36.29207,56,11.9,1000000,3.37532,46,8.52,100000
"Guatemala City","GT","2025-05-07 13:56:53+02",14593,0.177,47.46379,67,12.59,1000000,3.38812,50,8.35,100000
"Guatemala City","GT","2025-05-07 13:58:10+02",14593,0.188,62.17867,73,12.38,1000000,2.94938,58,18.67,100000
"Guatemala City","GT","2025-05-07 16:40:01+02",14593,0.232,15.78815,51,8.84,1000000,6.53658,46,10.84,100000
"Guatemala City","GT","2025-05-05 01:46:14+02",14593,0.002,60.48677,44,10.56,1000000,5.54865,46,11.97,100000
"Guatemala City","GT","2025-05-06 14:33:33+02",14593,0.0,31.45596,50,41.35,1000000,3.89724,65,15.23,100000
"Guatemala City","GT","2025-05-06 14:34:19+02",14593,0.0,38.12483,30,4.82,1000000,6.20322,40,25.08,1000000
"Guatemala City","GT","2025-05-06 14:37:19+02",14593,0.0,50.2348,38,9.97,1000000,9.24138,36,6.06,100000
"Guatemala City","GT","2025-05-06 13:03:15+02",14593,0.003,5.36006,51,8.04,100000,4.6474,57,93.38,100000
"Guatemala City","GT","2025-05-06 13:06:31+02",14593,0.0,3.17884,43,35.28,1000000,5.32627,40,49.86,1000000
"Guatemala City","GT","2025-05-06 13:08:43+02",14593,0.0,14.5366,42,7.21,1000000,4.28503,54,35.41,1000000
"Guatemala City","GT","2025-05-06 13:10:24+02",14593,0.003,3.24071,46,34.59,100000,4.09577,46,78.79,100000
"Guatemala City","GT","2025-05-05 13:25:48+02",14593,0.0,39.53753,43,7.25,1000000,4.06255,32,12.52,10000000
"Guatemala City","GT","2025-05-05 13:30:43+02",14593,0.002,57.90451,69,13.72,1000000,3.76387,56,10.68,1000000
"Guatemala City","GT","2025-05-05 17:43:08+02",14593,0.008,50.1718,51,73.97,1000000,4.54571,48,7.66,1000000
"Guatemala City","GT","2025-05-07 14:29:04+02",14593,0.166,76.23293,51,10.21,1000000,8.88398,38,4.16,1000000
"Guatemala City","GT","2025-05-07 14:54:47+02",14593,0.142,50.07755,66,86.92,1000000,5.34219,63,8.96,100000
"Guatemala City","GT","2025-05-07 17:56:46+02",14593,0.205,22.72117,72,124.38,1000000,3.96939,60,10.33,1000000
"Guatemala City","GT","2025-05-07 15:01:08+02",14593,0.0,41.22826,78,103.1,1000000,4.45183,73,13.92,100000
"Guatemala City","GT","2025-05-07 15:02:05+02",14593,0.088,52.85598,71,18.58,1000000,4.70561,76,12.13,1000000
"Guatemala City","GT","2025-05-07 15:08:38+02",14593,0.19,51.7285,55,14.08,1000000,6.09132,38,11.71,10000000
"Guatemala City","GT","2025-05-07 15:24:51+02",14593,0.193,59.94299,38,31.33,1000000,9.56915,50,8.09,1000000
"Guatemala City","GT","2025-05-07 15:26:40+02",14593,0.436,14.22396,88,66.89,1000000,5.34574,66,31.17,100000
"Guatemala City","GT","2025-05-05 16:19:16+02",14593,0.0,74.5796,50,63.18,1000000,7.29583,55,7.93,1000000
"Guatemala City","GT","2025-05-05 15:01:54+02",14593,0.005,29.12081,43,55.52,1000000,8.1459,38,5.12,100000
"Guatemala City","GT","2025-05-05 15:15:24+02",14593,0.002,35.98199,64,10.65,1000000,1.63614,74,12.55,100000
"Guatemala City","GT","2025-05-05 15:33:20+02",14593,0.0,35.74728,54,5.42,10000000,4.77718,56,12.17,1000000
"Guatemala City","GT","2025-05-06 04:06:10+02",14754,0.069,79.21828,39,1.04,25000000,12.92605,39,29.04,100000
"Guatemala City","GT","2025-05-06 04:23:15+02",14754,0.096,80.12256,37,0.66,10000000,15.92079,37,0.75,100000
"Guatemala City","GT","2025-05-06 01:14:33+02",14754,0.0,52.71673,106,74.84,1000000,6.90129,104,15.09,100000
"Guatemala City","GT","2025-05-06 01:21:24+02",14754,0.0,102.62124,103,42.33,1000000,14.17989,47,14.0,1000000
